0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,3,3,7,0,7,3,3,3,3,3,3,3,3,0,0
0,0,3,1,3,3,0,3,1,3,3,3,3,3,1,3,0,0
0,0,3,3,3,3,0,7,3,3,3,3,3,3,3,3,0,0
0,0,3,3,3,3,4,4,4,4,4,4,3,3,3,3,0,0
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
0,0,3,3,3,2,2,3,3,3,3,3,3,2,2,3,0,0
0,0,3,1,3,2,2,3,3,3,3,3,3,2,2,3,0,0
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0
0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0
0,0,5,5,5,3,3,3,3,3,3,3,3,3,3,7,0,0
0,0,5,5,5,3,3,3,2,2,2,2,3,3,1,3,0,0
0,0,5,5,5,3,3,3,3,3,3,3,3,3,3,7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
