0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,1,3,0,0
0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0
0,0,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,2,2,3,0,0,0,0,0,0,0
0,0,3,3,3,3,3,3,2,2,3,3,3,0,0,0,0,0
0,0,3,1,3,3,3,3,2,2,3,3,3,0,0,0,0,0
0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0
0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0
0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
0,0,0,0,0,0,3,1,3,3,1,3,0,0,0,0,0,0
0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0
